city,source_type,no,service_name,original_field,dept,ai_flag,budget,executed,exec_rate,status,delay_reason,note,field_code,field_name,service_type,ai_keyword,ai_real,delay_code,geo_tag,imd_code,imd_area
남원시,이행실적,27,②-15. 스마트도시 데이터 플랫폼 구축,데이터·플랫폼,홍보전산과,,,,,완료,,"유지보수 단계, '23~'24 구축 완료",F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,1,스마트 도시안전망 서비스,스마트안전,도시안전과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,2,AI 안전통합 횡단보도 플랫폼,스마트안전,교통정보운영과,O,,,,,,AI,F05,방범방재,생명안전형,Y,Y,,urban,H&S,Health & Safety
대구광역시,인증,3,AVL시스템(차량동태관리시스템)3.0,스마트안전,119종합상황실,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,4,CCTV통합관제시스템,스마트안전,도시안전과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,5,대구광역시 재난방송 온라인시스템,스마트안전,사회재난과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,6,모바일 출동지령시스템,스마트안전,119종합상황실,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,7,스마트 재난안전대책본부 시스템,스마트안전,사회재난과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,8,시도긴급구조표준시스템,스마트안전,119종합상황실,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,9,시민안전테마파크,스마트안전,시민안전테마파크 체험기획과,,,,,,,,F05,방범방재,생명안전형,,,,tourism,H&S,Health & Safety
대구광역시,인증,10,안심하이소,스마트안전,자연재난과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,11,와룡대교 지진가속도계측시스템,스마트안전,시설안전과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,12,재난현장 통합영상(CCTV) 플랫폼,스마트안전,소방안전본부/119종합상황실,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,13,중대재해예방 관리시스템,스마트안전,중대재해예방과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,14,지진가속도계측관리시스템,스마트안전,자연재난과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,15,차량위치정보문자전송시스템,스마트안전,119종합상황실,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
대구광역시,인증,16,대구安방,스마트환경,주택과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,17,대구시 실시간 대기정보시스템,스마트환경,보건환경연구원,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,18,대기오염 통합경보시스템,스마트환경,기후환경정책과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,19,대기환경측정망 전산시스템,스마트환경,보건환경연구원,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,20,보건환경연구원 종합정보시스템,스마트환경,총무과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,21,상수도 경영정보시스템,스마트환경,상수도사업본부,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,22,상수도 사이버민원시스템,스마트환경,상수도사업본부/정보통신과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,23,상수도정보시스템,스마트환경,상수도사업본부/정보통신과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,24,상수도홈페이지,스마트환경,행복민원과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,25,상수도 수용가정보시스템,스마트환경,상수도사업본부,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,26,상수도 시설정보시스템,스마트환경,상수도사업본부,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,27,상수도 유량 수질감시(수운영)시스템,스마트환경,상수도사업본부,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,28,소음자동측정시스템(소음지도 연계),스마트환경,보건환경연구원 대기환경연구부,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,29,실내공기질 자동측정망전산시스템,스마트환경,보건환경연구원 대기환경연구부,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,30,하수도시설물관리시스템,스마트환경,수질개선과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,31,폐기물계량관리시스템,스마트환경,대구공공시설관리공단,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
대구광역시,인증,32,교통신호시스템,스마트교통,교통정보운영과,,,,,,,,F02,교통,물리제어형,,,,urban,MOB,Mobility
대구광역시,인증,33,대구친절버스,스마트교통,버스운영과,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
대구광역시,인증,34,대중교통마일리지 시스템,스마트교통,교통정책과,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
대구광역시,인증,35,도로관리시스템,스마트교통,도로과,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
대구광역시,인증,36,바른주차안내 문자알림시스템,스마트교통,교통정책과,,,,,,,,F02,교통,물리제어형,,,,urban,MOB,Mobility
대구광역시,인증,37,버스운행관리시스템(BMS),스마트교통,버스운영과,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
대구광역시,인증,38,불법주정차단속시스템,스마트교통,교통정책과,,,,,,,,F02,교통,물리제어형,,,,urban,MOB,Mobility
대구광역시,인증,39,시내버스 표준운송원가 정산시스템,스마트교통,버스운영과,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
대구광역시,인증,40,지능형교통시스템,스마트교통,교통정보운영과,O,,,,,,지능형,F02,교통,물리제어형,Y,Y,,universal,MOB,Mobility
대구광역시,인증,41,통합주차정보시스템,스마트교통,정보화담당관,,,,,,,,F02,교통,물리제어형,,,,urban,MOB,Mobility
대구광역시,인증,42,D-데이터허브(빅데이터 통합플랫폼),스마트행정,ABB산업과,O,,,,,,빅데이터,F01,행정,대화행정형,Y,Y,,universal,GOV,Governance
대구광역시,인증,43,D마일-친환경 모빌리티 마일리지 디마일,스마트행정,ABB산업과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,44,계약정보공개시스템,스마트행정,회계과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,45,공간정보통합시스템,스마트행정,토지정보과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,46,대구광역시 대표 홈페이지,스마트행정,지능정보화담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,47,대구광역시 블록체인 공동활용 플랫폼,스마트행정,ABB산업과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,48,대구광역시 통합예약시스템,스마트행정,지능정보화담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,49,대구광역시 희망인사시스템,스마트행정,인사혁신과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,50,도시계획정보시스템(UPIS),스마트행정,도시계획과,,,,,,,,F01,행정,대화행정형,,,,urban,GOV,Governance
대구광역시,인증,51,두드리소시스템,스마트행정,소통민원과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,52,디지털시정현황판시스템,스마트행정,ABB산업과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,53,맞춤형예산정보지원시스템,스마트행정,예산담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,54,민원공모 홈서비스,스마트행정,대구광역시,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,55,민원분석예보시스템,스마트행정,소통민원과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,56,버스전용차로통행위반과태료관리시스템,스마트행정,교통정책과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,57,부동산종합공부시스템(KRAS),스마트행정,토지정보과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,58,소통이음,스마트행정,소통민원과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,59,시도행정시스템,스마트행정,지능정보화담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,60,시정견문정보시스템,스마트행정,감사위원회,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,61,실시간 체납차량 영치시스템,스마트행정,세정담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,62,어르신 통합무임교통카드 발급관리시스템 구축,스마트행정,버스운영과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,63,영상회의시스템(산격청사),스마트행정,소통민원과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,64,온라인뉴스시스템,스마트행정,지능정보화담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,65,와글와글아이세상,스마트행정,교육청소년과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,66,원-클릭시정관리시스템,스마트행정,평가통계담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,67,의회 홈페이지,스마트행정,의회사무처/홍보담당관실,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,68,인터넷전화시스템,스마트행정,총무과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,69,자치단체청백e,스마트행정,감사위원회,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,70,전자캐비닛,스마트행정,지능정보화담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,71,정부업무관리시스템(클라우드온나라),스마트행정,지능정보화담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,72,주민참여예산정보시스템,스마트행정,예산담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,73,주소정보관리시스템(KAIS),스마트행정,토지정보과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,74,지방행정 재해복구시스템,스마트행정,지능정보화담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,75,콜센터상담시스템,스마트행정,소통민원과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,76,토크대구 및 오픈소스 시스템,스마트행정,소통민원과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,77,통계분석시스템,스마트행정,평가통계담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,78,통합정보자원관리시스템(지킴e),스마트행정,지능정보화담당관,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,79,표준기록관리시스템(RMS),스마트행정,총무과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
대구광역시,인증,80,대구관광 홈페이지,스마트문화·관광,관광과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,81,대구광역시 달성습지생태학습관 홈페이지,스마트문화·관광,달성습지관리소,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,82,대구문화예술 디지털 아카이브,스마트문화·관광,문화유산과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,83,대구어린이세상 홈페이지,스마트문화·관광,교육청소년과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,84,대구어린이신문 홈페이지,스마트문화·관광,보도담당관,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,85,대구음식홈페이지,스마트문화·관광,위생정책과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,86,대구트립,스마트문화·관광,관광과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,87,더굿나잇 홈페이지,스마트문화·관광,위생정책과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,88,도서관 통합 허브시스템,스마트문화·관광,도서관정책과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,89,도시생태현황지도시스템,스마트문화·관광,기후환경과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,90,뷰티인대구홈페이지,스마트문화·관광,위생정책과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,91,대구미술관 홈페이지,스마트문화·관광,대구문화예술진흥원/대구미술관 행정지원부,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,92,대구사진비엔날레홈페이지,스마트문화·관광,대구문화예술회관 전시운영과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,93,대구예술발전소 홈페이지,스마트문화·관광,대구문화예술진흥원,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,94,대구콘서트하우스 대표 홈페이지,스마트문화·관광,대구콘서트하우스 관리과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,95,문화예술 아카이브 시스템,스마트문화·관광,대구문화예술진흥원,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,96,문화예술회관홈페이지,스마트문화·관광,대구문화예술진흥원/대구문화예술회관,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,97,오페라하우스홈페이지,스마트문화·관광,대구오페라하우스 공연지원과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
대구광역시,인증,98,기업애로119,스마트경제,기업지원과,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,99,노사평화의 전당 홈페이지 시스템,스마트경제,고용노동정책과,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,100,대구도시농업포털,스마트경제,농산유통과,,,,,,,,F10,근로고용,대화행정형,,,,rural,OPP,Opportunities
대구광역시,인증,101,대구아이조아카드,스마트경제,출산보육과,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,102,대구일자리포털 시스템,스마트경제,고용노동정책과,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,103,대구창업허브(DASH),스마트경제,창업벤처혁신과,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,104,수출지원시스템,스마트경제,국제통상과,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,105,신기술플랫폼 홈페이지,스마트경제,회계과,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,106,농수산물도매시장 전산시스템,스마트경제,농산유통과,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,107,농산물 유통정보시스템,스마트경제,농산유통과,,,,,,,,F10,근로고용,대화행정형,,,,rural,OPP,Opportunities
대구광역시,인증,108,대구산업경제동향 온라인 시스템,스마트경제,경제정책관,,,,,,,,F10,근로고용,대화행정형,,,,industrial,OPP,Opportunities
대구광역시,인증,109,상장예외시스템,스마트경제,농산유통과,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,110,대구광역시평생학습포털,스마트교육,교육협력정책관,,,,,,,,F07,교육,대화행정형,,,,universal,OPP,Opportunities
대구광역시,인증,111,취약계층 비대면 아동급식,스마트복지,교육청소년과,,,,,,,,F03,보건의료복지,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,1,지능형 CCTV 서비스,스마트 안전,스마트도시과,O,,,,,,지능형 키워드 포함,F05,방범방재,생명안전형,Y,Y,,universal,H&S,Health & Safety
부천시,인증,2,스마트시티 통합플랫폼,스마트 안전,스마트도시과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,3,군중안전솔루션,스마트 안전,스마트도시과,O,,,,,,AI 딥러닝 기반 군중안전솔루션 (부가설명 확인),F05,방범방재,생명안전형,Y,Y,,universal,H&S,Health & Safety
부천시,인증,4,스마트 그늘막 서비스(84개소),스마트 안전,재난안전과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,5,지하차도 자동차단 서비스(4개소),스마트 안전,도로관리과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,6,급경사지 스마트 위험감지 서비스,스마트 안전,재난안전과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,7,침수감지 알림 서비스,스마트 안전,재난안전과,,,,,,,,F05,방범방재,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,8,우리동네 미세먼지 정보제공 서비스(8개소),스마트 환경/에너지,기후에너지과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
부천시,인증,9,공업단지 비산먼지 해결 서비스(1개),스마트 환경/에너지,기후에너지과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
부천시,인증,10,통학로-청정안심 공기제공 서비스(1개),스마트 환경/에너지,기후에너지과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
부천시,인증,11,지하철역 미세먼지 저감 서비스(1개),스마트 환경/에너지,기후에너지과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
부천시,인증,12,빅데이터 기반 미세먼지 분석 서비스(1개),스마트 환경/에너지,기후에너지과,O,,,,,,빅데이터 키워드 포함,F04,환경에너지수자원,생명안전형,Y,Y,,universal,ACT,Activities
부천시,인증,13,동작감지센서 활용 개방형 야외흡연부스(2개소),스마트 환경/에너지,기후에너지과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
부천시,인증,14,미세먼지 저감 미스트(10개소),스마트 환경/에너지,녹지과,,,,,,,,F04,환경에너지수자원,생명안전형,,,,universal,ACT,Activities
부천시,인증,15,주차정보서비스,스마트 교통,부천도시공사,,,,,,,,F02,교통,물리제어형,,,,urban,MOB,Mobility
부천시,인증,16,교통정보서비스,스마트 교통,부천도시공사,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
부천시,인증,17,라디오 교통방송(2개),스마트 교통,부천도시공사,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
부천시,인증,18,실시간 교통CCTV 송출(1개) - LG 헬로비전,스마트 교통,부천도시공사,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
부천시,인증,19,안심울타리 서비스,스마트 교통,부천도시공사,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
부천시,인증,20,긴급차량 우선신호 서비스,스마트 교통,부천도시공사,O,,,,,,AI 기반 생명보호 교통인프라 (부가설명 확인),F02,교통,물리제어형,Y,Y,,urban,MOB,Mobility
부천시,인증,21,버스정보 안내 서비스(BIS),스마트 교통,부천도시공사,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
부천시,인증,22,똑버스(수요응답형 버스) 운행,스마트 교통,대중교통과,,,,,,,,F02,교통,물리제어형,,,,universal,MOB,Mobility
부천시,인증,23,"주정차 단속 문자,ARS 알림 서비스",스마트 교통,주차지도과,,,,,,,,F02,교통,물리제어형,,,,urban,MOB,Mobility
부천시,인증,24,스마트시정플랫폼,스마트 행정,정책기획과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
부천시,인증,25,부천시 챗봇 서비스,스마트 행정,민원과,O,,,,,,챗봇 키워드 포함,F01,행정,대화행정형,Y,Y,,universal,GOV,Governance
부천시,인증,26,B-드라이브 운영,스마트 행정,정보통신과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
부천시,인증,27,부천in 앱서비스,스마트 행정,스마트도시과,,,,,,,,F01,행정,대화행정형,,,,universal,GOV,Governance
부천시,인증,28,빅데이터 분석 서비스,스마트 행정,스마트도시과,O,,,,,,빅데이터 키워드 포함,F01,행정,대화행정형,Y,Y,,universal,GOV,Governance
부천시,인증,29,더안전해지는스마트홈(126명),스마트 복지,통합돌봄과,,,,,,,,F03,보건의료복지,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,30,돌봄플러그 서비스(235명),스마트 복지,통합돌봄과,,,,,,,,F03,보건의료복지,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,31,AI 안부천사 서비스(20명),스마트 복지,통합돌봄과,O,,,,,,AI 키워드 포함,F03,보건의료복지,생명안전형,Y,Y,,universal,H&S,Health & Safety
부천시,인증,32,"워크봇(하지재활로봇, 34명)",스마트 복지,통합돌봄과,O,,,,,,로봇 키워드 포함,F03,보건의료복지,생명안전형,Y,Y,,universal,H&S,Health & Safety
부천시,인증,33,ICT화상프로그램(45개소),스마트 복지,노인복지과,,,,,,,,F03,보건의료복지,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,34,스마트헬스케어(45개소),스마트 복지,노인복지과,,,,,,,,F03,보건의료복지,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,35,스마트팜(45개소),스마트 복지,노인복지과,,,,,,,,F03,보건의료복지,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,36,스마트온(溫) 부천앱 서비스,스마트 복지,복지정책과,,,,,,,,F03,보건의료복지,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,37,AI 온마음 복지콜 서비스,스마트 복지,복지정책과,O,,,,,,AI 키워드 포함,F03,보건의료복지,생명안전형,Y,Y,,universal,H&S,Health & Safety
부천시,인증,38,스마트헬스케어,스마트 보건,건강도시과,,,,,,,,F03,보건의료복지,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,39,전통시장 온라인 장보기 서비스(15개소),스마트 경제,부천산업진흥원,,,,,,,,F10,근로고용,대화행정형,,,,universal,OPP,Opportunities
부천시,인증,40,스마트박물관,스마트 문화/관광,문화예술과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
부천시,인증,41,스마트 문화관광 전자지도,스마트 문화/관광,관광진흥과,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
부천시,인증,42,부천뮤지엄 미션투어(AR 박물관 전시 연계),스마트 문화/관광,부천문화재단,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
부천시,인증,43,부천시박물관 VR체험관(온라인 전시),스마트 문화/관광,부천문화재단,,,,,,,,F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
부천시,인증,44,공공와이파이 서비스,스마트 생활/주거,스마트도시과,,,,,,,,F11,주거,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,45,스마트도서관(3개소),스마트 생활/주거,상동도서관,,,,,,,,F11,주거,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,46,상수도 스마트 원격검침 서비스,스마트 생활/주거,수도행정과,,,,,,,,F11,주거,생명안전형,,,,universal,H&S,Health & Safety
부천시,인증,47,AI 기반 시민 맞춤형 도시추천 서비스,스마트 생활/주거,상동도서관,O,,,,,,AI 키워드 포함,F11,주거,생명안전형,Y,Y,,universal,H&S,Health & Safety
사천시,이행실적,1,우주항공 체험형 관광 고도화,관광/문화,우주항공과,,540,0,0.0,미추진,2029년 추진사업,"미디어보드 도입, 항공우주과학관",F08,문화관광스포츠,대화행정형,,,D06,tourism,ACT,Activities
사천시,이행실적,2,사천 바다케이블카 콘텐츠 고도화,관광/문화,우주항공과,,100,0,0.0,추진중,,"GPS 기반 관광지 안내, 투명 디스플레이→GPS 방식으로 변경 추진",F08,문화관광스포츠,대화행정형,,,,tourism,ACT,Activities
사천시,이행실적,3,가변형 LED 스포츠 플로어,관광/문화,우주항공과,,220,0,0.0,미추진,2027년 추진사업,노후 체육시설 LED 패널 설치,F08,문화관광스포츠,대화행정형,,,D06,tourism,ACT,Activities
사천시,이행실적,4,사천 문화관광홈페이지 고도화,관광/문화,우주항공과,O,250,0,0.0,미추진,예산 미확보,AI 챗봇 기반 양방향 플랫폼,F08,문화관광스포츠,대화행정형,Y,Y,D01,tourism,ACT,Activities
사천시,이행실적,5,스마트 라이브러리,관광/문화,우주항공과,,150,0,0.0,미추진,예산 미확보 (국비 삭감),앱·기기 활용 도서 대출·반납,F08,문화관광스포츠,대화행정형,,,D01,tourism,ACT,Activities
사천시,이행실적,6,수요응답형 자율주행 버스,교통/모빌리티,,O,1600,0,0.0,미추진,2028년 추진사업,자율주행 기반 수요응답형 버스,F02,교통,물리제어형,Y,Y,D06,universal,MOB,Mobility
사천시,이행실적,7,관광형 UAM,교통/모빌리티,,O,2400,0,0.0,미추진,2029년 추진사업,"수직이착륙기, 내륙-섬 간 이동",F02,교통,물리제어형,,N,D06,tourism,MOB,Mobility
사천시,이행실적,8,드론 배송,교통/모빌리티,,O,600,0,0.0,미추진,2029년 추진사업,"자율주행 드론, 도서지역 물품 운송",F02,교통,물리제어형,Y,Y,D06,universal,MOB,Mobility
사천시,이행실적,9,탄력주차 플랫폼,교통/모빌리티,,O,60,0,0.0,미추진,2027년 추진사업,"IoT 센서, 정밀위치정보 기반 앱",F02,교통,물리제어형,,N,D06,urban,MOB,Mobility
사천시,이행실적,10,스마트 주차 관리,교통/모빌리티,,O,650,0,0.0,미추진,2027년 추진사업,"IoT 센서, 무인 관리 시스템",F02,교통,물리제어형,,N,D06,urban,MOB,Mobility
사천시,이행실적,11,스마트 과속방지,교통/모빌리티,,,320,0,0.0,미추진,예산 미확보,차량 속도 실시간 측정·표출,F02,교통,물리제어형,,,D01,universal,MOB,Mobility
사천시,이행실적,12,스마트 횡단보도,교통/모빌리티,,,383,192,50.0,추진중,,"조명·음성 안내 시스템, 5개소 설치 진행 중",F02,교통,물리제어형,,,,urban,MOB,Mobility
사천시,이행실적,13,스마트 버스정류장,교통/모빌리티,,,1254,57,4.5,추진중,,"디스플레이·QR코드 기반, BIT 6대 완료·스마트쉘터 14개소 설치 중",F02,교통,물리제어형,,,,universal,MOB,Mobility
사천시,이행실적,14,스마트 개인용 모빌리티,교통/모빌리티,,,6,0,0.0,미추진,예산 미확보,전동퀵보드·전기자전거 교통 환승 연계,F02,교통,물리제어형,,,D01,universal,MOB,Mobility
사천시,이행실적,15,사천시 통합정보 커뮤니티 앱,정보/소통,,,200,0,0.0,미추진,예산 미확보,시정소식·관광·민원·복지 통합 앱,F01,행정,대화행정형,,,D01,tourism,GOV,Governance
